absolute_path,relative_path,class 
D:\random_new_folder_for_data\dataset\5568.jpg,..\random_new_folder_for_data\dataset\5568.jpg,leopard
D:\random_new_folder_for_data\dataset\6100.jpg,..\random_new_folder_for_data\dataset\6100.jpg,leopard
D:\random_new_folder_for_data\dataset\291.jpg,..\random_new_folder_for_data\dataset\291.jpg,leopard
D:\random_new_folder_for_data\dataset\6554.jpg,..\random_new_folder_for_data\dataset\6554.jpg,leopard
D:\random_new_folder_for_data\dataset\4391.jpg,..\random_new_folder_for_data\dataset\4391.jpg,leopard
D:\random_new_folder_for_data\dataset\1714.jpg,..\random_new_folder_for_data\dataset\1714.jpg,leopard
D:\random_new_folder_for_data\dataset\9671.jpg,..\random_new_folder_for_data\dataset\9671.jpg,leopard
D:\random_new_folder_for_data\dataset\1269.jpg,..\random_new_folder_for_data\dataset\1269.jpg,leopard
D:\random_new_folder_for_data\dataset\3028.jpg,..\random_new_folder_for_data\dataset\3028.jpg,leopard
D:\random_new_folder_for_data\dataset\8731.jpg,..\random_new_folder_for_data\dataset\8731.jpg,leopard
D:\random_new_folder_for_data\dataset\3367.jpg,..\random_new_folder_for_data\dataset\3367.jpg,leopard
D:\random_new_folder_for_data\dataset\7449.jpg,..\random_new_folder_for_data\dataset\7449.jpg,leopard
D:\random_new_folder_for_data\dataset\3451.jpg,..\random_new_folder_for_data\dataset\3451.jpg,leopard
D:\random_new_folder_for_data\dataset\7451.jpg,..\random_new_folder_for_data\dataset\7451.jpg,leopard
D:\random_new_folder_for_data\dataset\7877.jpg,..\random_new_folder_for_data\dataset\7877.jpg,leopard
D:\random_new_folder_for_data\dataset\2591.jpg,..\random_new_folder_for_data\dataset\2591.jpg,leopard
D:\random_new_folder_for_data\dataset\901.jpg,..\random_new_folder_for_data\dataset\901.jpg,leopard
D:\random_new_folder_for_data\dataset\2533.jpg,..\random_new_folder_for_data\dataset\2533.jpg,leopard
D:\random_new_folder_for_data\dataset\4416.jpg,..\random_new_folder_for_data\dataset\4416.jpg,leopard
D:\random_new_folder_for_data\dataset\5399.jpg,..\random_new_folder_for_data\dataset\5399.jpg,leopard
D:\random_new_folder_for_data\dataset\5270.jpg,..\random_new_folder_for_data\dataset\5270.jpg,leopard
D:\random_new_folder_for_data\dataset\8660.jpg,..\random_new_folder_for_data\dataset\8660.jpg,leopard
D:\random_new_folder_for_data\dataset\4514.jpg,..\random_new_folder_for_data\dataset\4514.jpg,leopard
D:\random_new_folder_for_data\dataset\3206.jpg,..\random_new_folder_for_data\dataset\3206.jpg,leopard
D:\random_new_folder_for_data\dataset\5129.jpg,..\random_new_folder_for_data\dataset\5129.jpg,leopard
D:\random_new_folder_for_data\dataset\2144.jpg,..\random_new_folder_for_data\dataset\2144.jpg,leopard
D:\random_new_folder_for_data\dataset\1548.jpg,..\random_new_folder_for_data\dataset\1548.jpg,leopard
D:\random_new_folder_for_data\dataset\8482.jpg,..\random_new_folder_for_data\dataset\8482.jpg,leopard
D:\random_new_folder_for_data\dataset\7998.jpg,..\random_new_folder_for_data\dataset\7998.jpg,leopard
D:\random_new_folder_for_data\dataset\8799.jpg,..\random_new_folder_for_data\dataset\8799.jpg,leopard
D:\random_new_folder_for_data\dataset\7715.jpg,..\random_new_folder_for_data\dataset\7715.jpg,leopard
D:\random_new_folder_for_data\dataset\2954.jpg,..\random_new_folder_for_data\dataset\2954.jpg,leopard
D:\random_new_folder_for_data\dataset\3847.jpg,..\random_new_folder_for_data\dataset\3847.jpg,leopard
D:\random_new_folder_for_data\dataset\3050.jpg,..\random_new_folder_for_data\dataset\3050.jpg,leopard
D:\random_new_folder_for_data\dataset\9010.jpg,..\random_new_folder_for_data\dataset\9010.jpg,leopard
D:\random_new_folder_for_data\dataset\7952.jpg,..\random_new_folder_for_data\dataset\7952.jpg,leopard
D:\random_new_folder_for_data\dataset\493.jpg,..\random_new_folder_for_data\dataset\493.jpg,leopard
D:\random_new_folder_for_data\dataset\9404.jpg,..\random_new_folder_for_data\dataset\9404.jpg,leopard
D:\random_new_folder_for_data\dataset\3628.jpg,..\random_new_folder_for_data\dataset\3628.jpg,leopard
D:\random_new_folder_for_data\dataset\4785.jpg,..\random_new_folder_for_data\dataset\4785.jpg,leopard
D:\random_new_folder_for_data\dataset\3339.jpg,..\random_new_folder_for_data\dataset\3339.jpg,leopard
D:\random_new_folder_for_data\dataset\3324.jpg,..\random_new_folder_for_data\dataset\3324.jpg,leopard
D:\random_new_folder_for_data\dataset\2939.jpg,..\random_new_folder_for_data\dataset\2939.jpg,leopard
D:\random_new_folder_for_data\dataset\1482.jpg,..\random_new_folder_for_data\dataset\1482.jpg,leopard
D:\random_new_folder_for_data\dataset\4774.jpg,..\random_new_folder_for_data\dataset\4774.jpg,leopard
D:\random_new_folder_for_data\dataset\2737.jpg,..\random_new_folder_for_data\dataset\2737.jpg,leopard
D:\random_new_folder_for_data\dataset\1138.jpg,..\random_new_folder_for_data\dataset\1138.jpg,leopard
D:\random_new_folder_for_data\dataset\6705.jpg,..\random_new_folder_for_data\dataset\6705.jpg,leopard
D:\random_new_folder_for_data\dataset\9469.jpg,..\random_new_folder_for_data\dataset\9469.jpg,leopard
D:\random_new_folder_for_data\dataset\5779.jpg,..\random_new_folder_for_data\dataset\5779.jpg,leopard
D:\random_new_folder_for_data\dataset\1104.jpg,..\random_new_folder_for_data\dataset\1104.jpg,leopard
D:\random_new_folder_for_data\dataset\7483.jpg,..\random_new_folder_for_data\dataset\7483.jpg,leopard
D:\random_new_folder_for_data\dataset\7338.jpg,..\random_new_folder_for_data\dataset\7338.jpg,leopard
D:\random_new_folder_for_data\dataset\5777.jpg,..\random_new_folder_for_data\dataset\5777.jpg,leopard
D:\random_new_folder_for_data\dataset\715.jpg,..\random_new_folder_for_data\dataset\715.jpg,leopard
D:\random_new_folder_for_data\dataset\6694.jpg,..\random_new_folder_for_data\dataset\6694.jpg,leopard
D:\random_new_folder_for_data\dataset\3300.jpg,..\random_new_folder_for_data\dataset\3300.jpg,leopard
D:\random_new_folder_for_data\dataset\9558.jpg,..\random_new_folder_for_data\dataset\9558.jpg,leopard
D:\random_new_folder_for_data\dataset\2815.jpg,..\random_new_folder_for_data\dataset\2815.jpg,leopard
D:\random_new_folder_for_data\dataset\5321.jpg,..\random_new_folder_for_data\dataset\5321.jpg,tiger
D:\random_new_folder_for_data\dataset\4677.jpg,..\random_new_folder_for_data\dataset\4677.jpg,tiger
D:\random_new_folder_for_data\dataset\3099.jpg,..\random_new_folder_for_data\dataset\3099.jpg,tiger
D:\random_new_folder_for_data\dataset\5648.jpg,..\random_new_folder_for_data\dataset\5648.jpg,tiger
D:\random_new_folder_for_data\dataset\5197.jpg,..\random_new_folder_for_data\dataset\5197.jpg,tiger
D:\random_new_folder_for_data\dataset\1027.jpg,..\random_new_folder_for_data\dataset\1027.jpg,tiger
D:\random_new_folder_for_data\dataset\5007.jpg,..\random_new_folder_for_data\dataset\5007.jpg,tiger
D:\random_new_folder_for_data\dataset\2552.jpg,..\random_new_folder_for_data\dataset\2552.jpg,tiger
D:\random_new_folder_for_data\dataset\1469.jpg,..\random_new_folder_for_data\dataset\1469.jpg,tiger
D:\random_new_folder_for_data\dataset\3595.jpg,..\random_new_folder_for_data\dataset\3595.jpg,tiger
D:\random_new_folder_for_data\dataset\5825.jpg,..\random_new_folder_for_data\dataset\5825.jpg,tiger
D:\random_new_folder_for_data\dataset\6701.jpg,..\random_new_folder_for_data\dataset\6701.jpg,tiger
D:\random_new_folder_for_data\dataset\5894.jpg,..\random_new_folder_for_data\dataset\5894.jpg,tiger
D:\random_new_folder_for_data\dataset\9602.jpg,..\random_new_folder_for_data\dataset\9602.jpg,tiger
D:\random_new_folder_for_data\dataset\6313.jpg,..\random_new_folder_for_data\dataset\6313.jpg,tiger
D:\random_new_folder_for_data\dataset\1022.jpg,..\random_new_folder_for_data\dataset\1022.jpg,tiger
D:\random_new_folder_for_data\dataset\9631.jpg,..\random_new_folder_for_data\dataset\9631.jpg,tiger
D:\random_new_folder_for_data\dataset\3313.jpg,..\random_new_folder_for_data\dataset\3313.jpg,tiger
D:\random_new_folder_for_data\dataset\1408.jpg,..\random_new_folder_for_data\dataset\1408.jpg,tiger
D:\random_new_folder_for_data\dataset\6428.jpg,..\random_new_folder_for_data\dataset\6428.jpg,tiger
D:\random_new_folder_for_data\dataset\793.jpg,..\random_new_folder_for_data\dataset\793.jpg,tiger
D:\random_new_folder_for_data\dataset\9530.jpg,..\random_new_folder_for_data\dataset\9530.jpg,tiger
D:\random_new_folder_for_data\dataset\8265.jpg,..\random_new_folder_for_data\dataset\8265.jpg,tiger
D:\random_new_folder_for_data\dataset\8835.jpg,..\random_new_folder_for_data\dataset\8835.jpg,tiger
D:\random_new_folder_for_data\dataset\1135.jpg,..\random_new_folder_for_data\dataset\1135.jpg,tiger
D:\random_new_folder_for_data\dataset\4195.jpg,..\random_new_folder_for_data\dataset\4195.jpg,tiger
D:\random_new_folder_for_data\dataset\4446.jpg,..\random_new_folder_for_data\dataset\4446.jpg,tiger
D:\random_new_folder_for_data\dataset\5582.jpg,..\random_new_folder_for_data\dataset\5582.jpg,tiger
D:\random_new_folder_for_data\dataset\8692.jpg,..\random_new_folder_for_data\dataset\8692.jpg,tiger
D:\random_new_folder_for_data\dataset\4413.jpg,..\random_new_folder_for_data\dataset\4413.jpg,tiger
D:\random_new_folder_for_data\dataset\4154.jpg,..\random_new_folder_for_data\dataset\4154.jpg,tiger
D:\random_new_folder_for_data\dataset\9345.jpg,..\random_new_folder_for_data\dataset\9345.jpg,tiger
D:\random_new_folder_for_data\dataset\1783.jpg,..\random_new_folder_for_data\dataset\1783.jpg,tiger
D:\random_new_folder_for_data\dataset\5247.jpg,..\random_new_folder_for_data\dataset\5247.jpg,tiger
D:\random_new_folder_for_data\dataset\6121.jpg,..\random_new_folder_for_data\dataset\6121.jpg,tiger
D:\random_new_folder_for_data\dataset\9474.jpg,..\random_new_folder_for_data\dataset\9474.jpg,tiger
D:\random_new_folder_for_data\dataset\6508.jpg,..\random_new_folder_for_data\dataset\6508.jpg,tiger
D:\random_new_folder_for_data\dataset\4633.jpg,..\random_new_folder_for_data\dataset\4633.jpg,tiger
D:\random_new_folder_for_data\dataset\7291.jpg,..\random_new_folder_for_data\dataset\7291.jpg,tiger
D:\random_new_folder_for_data\dataset\9044.jpg,..\random_new_folder_for_data\dataset\9044.jpg,tiger
D:\random_new_folder_for_data\dataset\7855.jpg,..\random_new_folder_for_data\dataset\7855.jpg,tiger
D:\random_new_folder_for_data\dataset\1338.jpg,..\random_new_folder_for_data\dataset\1338.jpg,tiger
D:\random_new_folder_for_data\dataset\7132.jpg,..\random_new_folder_for_data\dataset\7132.jpg,tiger
D:\random_new_folder_for_data\dataset\4812.jpg,..\random_new_folder_for_data\dataset\4812.jpg,tiger
D:\random_new_folder_for_data\dataset\6045.jpg,..\random_new_folder_for_data\dataset\6045.jpg,tiger
D:\random_new_folder_for_data\dataset\3423.jpg,..\random_new_folder_for_data\dataset\3423.jpg,tiger
D:\random_new_folder_for_data\dataset\7948.jpg,..\random_new_folder_for_data\dataset\7948.jpg,tiger
D:\random_new_folder_for_data\dataset\1225.jpg,..\random_new_folder_for_data\dataset\1225.jpg,tiger
D:\random_new_folder_for_data\dataset\9791.jpg,..\random_new_folder_for_data\dataset\9791.jpg,tiger
D:\random_new_folder_for_data\dataset\8134.jpg,..\random_new_folder_for_data\dataset\8134.jpg,tiger
D:\random_new_folder_for_data\dataset\1264.jpg,..\random_new_folder_for_data\dataset\1264.jpg,tiger
D:\random_new_folder_for_data\dataset\8961.jpg,..\random_new_folder_for_data\dataset\8961.jpg,tiger
D:\random_new_folder_for_data\dataset\8226.jpg,..\random_new_folder_for_data\dataset\8226.jpg,tiger
D:\random_new_folder_for_data\dataset\7522.jpg,..\random_new_folder_for_data\dataset\7522.jpg,tiger
D:\random_new_folder_for_data\dataset\1996.jpg,..\random_new_folder_for_data\dataset\1996.jpg,tiger
D:\random_new_folder_for_data\dataset\8698.jpg,..\random_new_folder_for_data\dataset\8698.jpg,tiger
D:\random_new_folder_for_data\dataset\1309.jpg,..\random_new_folder_for_data\dataset\1309.jpg,tiger
D:\random_new_folder_for_data\dataset\3914.jpg,..\random_new_folder_for_data\dataset\3914.jpg,tiger
D:\random_new_folder_for_data\dataset\9770.jpg,..\random_new_folder_for_data\dataset\9770.jpg,tiger
D:\random_new_folder_for_data\dataset\1319.jpg,..\random_new_folder_for_data\dataset\1319.jpg,tiger
D:\random_new_folder_for_data\dataset\3465.jpg,..\random_new_folder_for_data\dataset\3465.jpg,tiger
D:\random_new_folder_for_data\dataset\6504.jpg,..\random_new_folder_for_data\dataset\6504.jpg,tiger
D:\random_new_folder_for_data\dataset\8639.jpg,..\random_new_folder_for_data\dataset\8639.jpg,tiger
D:\random_new_folder_for_data\dataset\2212.jpg,..\random_new_folder_for_data\dataset\2212.jpg,tiger
D:\random_new_folder_for_data\dataset\2022.jpg,..\random_new_folder_for_data\dataset\2022.jpg,tiger
D:\random_new_folder_for_data\dataset\1476.jpg,..\random_new_folder_for_data\dataset\1476.jpg,tiger
D:\random_new_folder_for_data\dataset\9261.jpg,..\random_new_folder_for_data\dataset\9261.jpg,tiger
D:\random_new_folder_for_data\dataset\1952.jpg,..\random_new_folder_for_data\dataset\1952.jpg,tiger
D:\random_new_folder_for_data\dataset\788.jpg,..\random_new_folder_for_data\dataset\788.jpg,tiger
D:\random_new_folder_for_data\dataset\2931.jpg,..\random_new_folder_for_data\dataset\2931.jpg,tiger
D:\random_new_folder_for_data\dataset\8145.jpg,..\random_new_folder_for_data\dataset\8145.jpg,tiger
D:\random_new_folder_for_data\dataset\2589.jpg,..\random_new_folder_for_data\dataset\2589.jpg,tiger
D:\random_new_folder_for_data\dataset\9197.jpg,..\random_new_folder_for_data\dataset\9197.jpg,tiger
D:\random_new_folder_for_data\dataset\9801.jpg,..\random_new_folder_for_data\dataset\9801.jpg,tiger
D:\random_new_folder_for_data\dataset\2071.jpg,..\random_new_folder_for_data\dataset\2071.jpg,tiger
D:\random_new_folder_for_data\dataset\8450.jpg,..\random_new_folder_for_data\dataset\8450.jpg,tiger
D:\random_new_folder_for_data\dataset\9163.jpg,..\random_new_folder_for_data\dataset\9163.jpg,tiger
D:\random_new_folder_for_data\dataset\8812.jpg,..\random_new_folder_for_data\dataset\8812.jpg,tiger
D:\random_new_folder_for_data\dataset\672.jpg,..\random_new_folder_for_data\dataset\672.jpg,tiger
D:\random_new_folder_for_data\dataset\1873.jpg,..\random_new_folder_for_data\dataset\1873.jpg,tiger
D:\random_new_folder_for_data\dataset\9983.jpg,..\random_new_folder_for_data\dataset\9983.jpg,tiger
D:\random_new_folder_for_data\dataset\2586.jpg,..\random_new_folder_for_data\dataset\2586.jpg,tiger
D:\random_new_folder_for_data\dataset\2101.jpg,..\random_new_folder_for_data\dataset\2101.jpg,tiger
D:\random_new_folder_for_data\dataset\3886.jpg,..\random_new_folder_for_data\dataset\3886.jpg,tiger
D:\random_new_folder_for_data\dataset\3103.jpg,..\random_new_folder_for_data\dataset\3103.jpg,tiger
D:\random_new_folder_for_data\dataset\6231.jpg,..\random_new_folder_for_data\dataset\6231.jpg,tiger
D:\random_new_folder_for_data\dataset\9346.jpg,..\random_new_folder_for_data\dataset\9346.jpg,tiger
D:\random_new_folder_for_data\dataset\3452.jpg,..\random_new_folder_for_data\dataset\3452.jpg,tiger
D:\random_new_folder_for_data\dataset\2376.jpg,..\random_new_folder_for_data\dataset\2376.jpg,tiger
D:\random_new_folder_for_data\dataset\9519.jpg,..\random_new_folder_for_data\dataset\9519.jpg,tiger
D:\random_new_folder_for_data\dataset\9162.jpg,..\random_new_folder_for_data\dataset\9162.jpg,tiger
D:\random_new_folder_for_data\dataset\3474.jpg,..\random_new_folder_for_data\dataset\3474.jpg,tiger
D:\random_new_folder_for_data\dataset\1183.jpg,..\random_new_folder_for_data\dataset\1183.jpg,tiger
D:\random_new_folder_for_data\dataset\591.jpg,..\random_new_folder_for_data\dataset\591.jpg,tiger
D:\random_new_folder_for_data\dataset\3560.jpg,..\random_new_folder_for_data\dataset\3560.jpg,tiger
D:\random_new_folder_for_data\dataset\8024.jpg,..\random_new_folder_for_data\dataset\8024.jpg,tiger
D:\random_new_folder_for_data\dataset\1300.jpg,..\random_new_folder_for_data\dataset\1300.jpg,tiger
D:\random_new_folder_for_data\dataset\9494.jpg,..\random_new_folder_for_data\dataset\9494.jpg,tiger
D:\random_new_folder_for_data\dataset\7046.jpg,..\random_new_folder_for_data\dataset\7046.jpg,tiger
D:\random_new_folder_for_data\dataset\4469.jpg,..\random_new_folder_for_data\dataset\4469.jpg,tiger
D:\random_new_folder_for_data\dataset\7282.jpg,..\random_new_folder_for_data\dataset\7282.jpg,tiger
D:\random_new_folder_for_data\dataset\8507.jpg,..\random_new_folder_for_data\dataset\8507.jpg,tiger
D:\random_new_folder_for_data\dataset\7431.jpg,..\random_new_folder_for_data\dataset\7431.jpg,tiger
D:\random_new_folder_for_data\dataset\9088.jpg,..\random_new_folder_for_data\dataset\9088.jpg,tiger
D:\random_new_folder_for_data\dataset\3919.jpg,..\random_new_folder_for_data\dataset\3919.jpg,tiger
D:\random_new_folder_for_data\dataset\2712.jpg,..\random_new_folder_for_data\dataset\2712.jpg,tiger
D:\random_new_folder_for_data\dataset\8825.jpg,..\random_new_folder_for_data\dataset\8825.jpg,tiger
D:\random_new_folder_for_data\dataset\9127.jpg,..\random_new_folder_for_data\dataset\9127.jpg,tiger
D:\random_new_folder_for_data\dataset\4321.jpg,..\random_new_folder_for_data\dataset\4321.jpg,tiger
D:\random_new_folder_for_data\dataset\3572.jpg,..\random_new_folder_for_data\dataset\3572.jpg,tiger
D:\random_new_folder_for_data\dataset\4216.jpg,..\random_new_folder_for_data\dataset\4216.jpg,tiger
D:\random_new_folder_for_data\dataset\5632.jpg,..\random_new_folder_for_data\dataset\5632.jpg,tiger
D:\random_new_folder_for_data\dataset\7871.jpg,..\random_new_folder_for_data\dataset\7871.jpg,tiger
D:\random_new_folder_for_data\dataset\7464.jpg,..\random_new_folder_for_data\dataset\7464.jpg,tiger
D:\random_new_folder_for_data\dataset\3476.jpg,..\random_new_folder_for_data\dataset\3476.jpg,tiger
D:\random_new_folder_for_data\dataset\2209.jpg,..\random_new_folder_for_data\dataset\2209.jpg,tiger
D:\random_new_folder_for_data\dataset\7370.jpg,..\random_new_folder_for_data\dataset\7370.jpg,tiger
D:\random_new_folder_for_data\dataset\9284.jpg,..\random_new_folder_for_data\dataset\9284.jpg,tiger
D:\random_new_folder_for_data\dataset\4151.jpg,..\random_new_folder_for_data\dataset\4151.jpg,tiger
D:\random_new_folder_for_data\dataset\5858.jpg,..\random_new_folder_for_data\dataset\5858.jpg,tiger
D:\random_new_folder_for_data\dataset\75.jpg,..\random_new_folder_for_data\dataset\75.jpg,tiger
D:\random_new_folder_for_data\dataset\8176.jpg,..\random_new_folder_for_data\dataset\8176.jpg,tiger
D:\random_new_folder_for_data\dataset\1751.jpg,..\random_new_folder_for_data\dataset\1751.jpg,tiger
D:\random_new_folder_for_data\dataset\7748.jpg,..\random_new_folder_for_data\dataset\7748.jpg,tiger
D:\random_new_folder_for_data\dataset\3094.jpg,..\random_new_folder_for_data\dataset\3094.jpg,tiger
D:\random_new_folder_for_data\dataset\7671.jpg,..\random_new_folder_for_data\dataset\7671.jpg,tiger
D:\random_new_folder_for_data\dataset\3024.jpg,..\random_new_folder_for_data\dataset\3024.jpg,tiger
D:\random_new_folder_for_data\dataset\3042.jpg,..\random_new_folder_for_data\dataset\3042.jpg,tiger
D:\random_new_folder_for_data\dataset\9532.jpg,..\random_new_folder_for_data\dataset\9532.jpg,tiger
D:\random_new_folder_for_data\dataset\7900.jpg,..\random_new_folder_for_data\dataset\7900.jpg,tiger
D:\random_new_folder_for_data\dataset\1174.jpg,..\random_new_folder_for_data\dataset\1174.jpg,tiger
D:\random_new_folder_for_data\dataset\4472.jpg,..\random_new_folder_for_data\dataset\4472.jpg,tiger
D:\random_new_folder_for_data\dataset\465.jpg,..\random_new_folder_for_data\dataset\465.jpg,tiger
D:\random_new_folder_for_data\dataset\2943.jpg,..\random_new_folder_for_data\dataset\2943.jpg,tiger
D:\random_new_folder_for_data\dataset\8329.jpg,..\random_new_folder_for_data\dataset\8329.jpg,tiger
D:\random_new_folder_for_data\dataset\250.jpg,..\random_new_folder_for_data\dataset\250.jpg,tiger
D:\random_new_folder_for_data\dataset\6877.jpg,..\random_new_folder_for_data\dataset\6877.jpg,tiger
D:\random_new_folder_for_data\dataset\2394.jpg,..\random_new_folder_for_data\dataset\2394.jpg,tiger
D:\random_new_folder_for_data\dataset\9888.jpg,..\random_new_folder_for_data\dataset\9888.jpg,tiger
D:\random_new_folder_for_data\dataset\7259.jpg,..\random_new_folder_for_data\dataset\7259.jpg,tiger
D:\random_new_folder_for_data\dataset\7499.jpg,..\random_new_folder_for_data\dataset\7499.jpg,tiger
D:\random_new_folder_for_data\dataset\2469.jpg,..\random_new_folder_for_data\dataset\2469.jpg,tiger
D:\random_new_folder_for_data\dataset\6615.jpg,..\random_new_folder_for_data\dataset\6615.jpg,tiger
D:\random_new_folder_for_data\dataset\2049.jpg,..\random_new_folder_for_data\dataset\2049.jpg,tiger
D:\random_new_folder_for_data\dataset\7418.jpg,..\random_new_folder_for_data\dataset\7418.jpg,tiger
D:\random_new_folder_for_data\dataset\3487.jpg,..\random_new_folder_for_data\dataset\3487.jpg,tiger
D:\random_new_folder_for_data\dataset\4067.jpg,..\random_new_folder_for_data\dataset\4067.jpg,tiger
D:\random_new_folder_for_data\dataset\9267.jpg,..\random_new_folder_for_data\dataset\9267.jpg,tiger
D:\random_new_folder_for_data\dataset\9844.jpg,..\random_new_folder_for_data\dataset\9844.jpg,tiger
D:\random_new_folder_for_data\dataset\5722.jpg,..\random_new_folder_for_data\dataset\5722.jpg,tiger
D:\random_new_folder_for_data\dataset\2935.jpg,..\random_new_folder_for_data\dataset\2935.jpg,tiger
D:\random_new_folder_for_data\dataset\769.jpg,..\random_new_folder_for_data\dataset\769.jpg,tiger
D:\random_new_folder_for_data\dataset\2081.jpg,..\random_new_folder_for_data\dataset\2081.jpg,tiger
D:\random_new_folder_for_data\dataset\3668.jpg,..\random_new_folder_for_data\dataset\3668.jpg,tiger
D:\random_new_folder_for_data\dataset\795.jpg,..\random_new_folder_for_data\dataset\795.jpg,tiger
D:\random_new_folder_for_data\dataset\4692.jpg,..\random_new_folder_for_data\dataset\4692.jpg,tiger
D:\random_new_folder_for_data\dataset\30.jpg,..\random_new_folder_for_data\dataset\30.jpg,tiger
D:\random_new_folder_for_data\dataset\6590.jpg,..\random_new_folder_for_data\dataset\6590.jpg,tiger
D:\random_new_folder_for_data\dataset\8228.jpg,..\random_new_folder_for_data\dataset\8228.jpg,tiger
D:\random_new_folder_for_data\dataset\2848.jpg,..\random_new_folder_for_data\dataset\2848.jpg,tiger
D:\random_new_folder_for_data\dataset\4832.jpg,..\random_new_folder_for_data\dataset\4832.jpg,tiger
D:\random_new_folder_for_data\dataset\2775.jpg,..\random_new_folder_for_data\dataset\2775.jpg,tiger
D:\random_new_folder_for_data\dataset\6372.jpg,..\random_new_folder_for_data\dataset\6372.jpg,tiger
D:\random_new_folder_for_data\dataset\6651.jpg,..\random_new_folder_for_data\dataset\6651.jpg,tiger
D:\random_new_folder_for_data\dataset\2688.jpg,..\random_new_folder_for_data\dataset\2688.jpg,tiger
D:\random_new_folder_for_data\dataset\5789.jpg,..\random_new_folder_for_data\dataset\5789.jpg,tiger
D:\random_new_folder_for_data\dataset\8255.jpg,..\random_new_folder_for_data\dataset\8255.jpg,tiger
D:\random_new_folder_for_data\dataset\4304.jpg,..\random_new_folder_for_data\dataset\4304.jpg,tiger
D:\random_new_folder_for_data\dataset\2308.jpg,..\random_new_folder_for_data\dataset\2308.jpg,tiger
D:\random_new_folder_for_data\dataset\219.jpg,..\random_new_folder_for_data\dataset\219.jpg,tiger
D:\random_new_folder_for_data\dataset\865.jpg,..\random_new_folder_for_data\dataset\865.jpg,tiger
D:\random_new_folder_for_data\dataset\1314.jpg,..\random_new_folder_for_data\dataset\1314.jpg,tiger
D:\random_new_folder_for_data\dataset\4279.jpg,..\random_new_folder_for_data\dataset\4279.jpg,tiger
D:\random_new_folder_for_data\dataset\1803.jpg,..\random_new_folder_for_data\dataset\1803.jpg,tiger
D:\random_new_folder_for_data\dataset\4985.jpg,..\random_new_folder_for_data\dataset\4985.jpg,tiger
D:\random_new_folder_for_data\dataset\6997.jpg,..\random_new_folder_for_data\dataset\6997.jpg,tiger
D:\random_new_folder_for_data\dataset\6691.jpg,..\random_new_folder_for_data\dataset\6691.jpg,tiger
D:\random_new_folder_for_data\dataset\9898.jpg,..\random_new_folder_for_data\dataset\9898.jpg,tiger
D:\random_new_folder_for_data\dataset\3586.jpg,..\random_new_folder_for_data\dataset\3586.jpg,tiger
D:\random_new_folder_for_data\dataset\3319.jpg,..\random_new_folder_for_data\dataset\3319.jpg,tiger
D:\random_new_folder_for_data\dataset\7293.jpg,..\random_new_folder_for_data\dataset\7293.jpg,tiger
D:\random_new_folder_for_data\dataset\6609.jpg,..\random_new_folder_for_data\dataset\6609.jpg,tiger
D:\random_new_folder_for_data\dataset\7399.jpg,..\random_new_folder_for_data\dataset\7399.jpg,tiger
D:\random_new_folder_for_data\dataset\8724.jpg,..\random_new_folder_for_data\dataset\8724.jpg,tiger
D:\random_new_folder_for_data\dataset\6883.jpg,..\random_new_folder_for_data\dataset\6883.jpg,tiger
D:\random_new_folder_for_data\dataset\6644.jpg,..\random_new_folder_for_data\dataset\6644.jpg,tiger
D:\random_new_folder_for_data\dataset\1100.jpg,..\random_new_folder_for_data\dataset\1100.jpg,tiger
D:\random_new_folder_for_data\dataset\9509.jpg,..\random_new_folder_for_data\dataset\9509.jpg,tiger
D:\random_new_folder_for_data\dataset\4731.jpg,..\random_new_folder_for_data\dataset\4731.jpg,tiger
D:\random_new_folder_for_data\dataset\8896.jpg,..\random_new_folder_for_data\dataset\8896.jpg,tiger
D:\random_new_folder_for_data\dataset\9667.jpg,..\random_new_folder_for_data\dataset\9667.jpg,tiger
D:\random_new_folder_for_data\dataset\9351.jpg,..\random_new_folder_for_data\dataset\9351.jpg,tiger
D:\random_new_folder_for_data\dataset\2705.jpg,..\random_new_folder_for_data\dataset\2705.jpg,tiger
D:\random_new_folder_for_data\dataset\6459.jpg,..\random_new_folder_for_data\dataset\6459.jpg,tiger
D:\random_new_folder_for_data\dataset\9415.jpg,..\random_new_folder_for_data\dataset\9415.jpg,tiger
D:\random_new_folder_for_data\dataset\6413.jpg,..\random_new_folder_for_data\dataset\6413.jpg,tiger
D:\random_new_folder_for_data\dataset\1933.jpg,..\random_new_folder_for_data\dataset\1933.jpg,tiger
D:\random_new_folder_for_data\dataset\9607.jpg,..\random_new_folder_for_data\dataset\9607.jpg,tiger
D:\random_new_folder_for_data\dataset\9597.jpg,..\random_new_folder_for_data\dataset\9597.jpg,tiger
D:\random_new_folder_for_data\dataset\2577.jpg,..\random_new_folder_for_data\dataset\2577.jpg,tiger
D:\random_new_folder_for_data\dataset\8041.jpg,..\random_new_folder_for_data\dataset\8041.jpg,tiger
D:\random_new_folder_for_data\dataset\2257.jpg,..\random_new_folder_for_data\dataset\2257.jpg,tiger
D:\random_new_folder_for_data\dataset\5963.jpg,..\random_new_folder_for_data\dataset\5963.jpg,tiger
D:\random_new_folder_for_data\dataset\4257.jpg,..\random_new_folder_for_data\dataset\4257.jpg,tiger
D:\random_new_folder_for_data\dataset\4921.jpg,..\random_new_folder_for_data\dataset\4921.jpg,tiger
