absolute_path,relative_path,class
D:\python\dataset\leopard\0716.jpg,dataset\leopard\0716.jpg,leopard
D:\python\dataset\leopard\0717.jpg,dataset\leopard\0717.jpg,leopard
D:\python\dataset\leopard\0718.jpg,dataset\leopard\0718.jpg,leopard
D:\python\dataset\leopard\0719.jpg,dataset\leopard\0719.jpg,leopard
D:\python\dataset\leopard\0720.jpg,dataset\leopard\0720.jpg,leopard
D:\python\dataset\leopard\0721.jpg,dataset\leopard\0721.jpg,leopard
D:\python\dataset\leopard\0722.jpg,dataset\leopard\0722.jpg,leopard
D:\python\dataset\leopard\0723.jpg,dataset\leopard\0723.jpg,leopard
D:\python\dataset\leopard\0724.jpg,dataset\leopard\0724.jpg,leopard
D:\python\dataset\leopard\0725.jpg,dataset\leopard\0725.jpg,leopard
D:\python\dataset\leopard\0726.jpg,dataset\leopard\0726.jpg,leopard
D:\python\dataset\leopard\0727.jpg,dataset\leopard\0727.jpg,leopard
D:\python\dataset\leopard\0728.jpg,dataset\leopard\0728.jpg,leopard
D:\python\dataset\leopard\0729.jpg,dataset\leopard\0729.jpg,leopard
D:\python\dataset\leopard\0730.jpg,dataset\leopard\0730.jpg,leopard
D:\python\dataset\leopard\0731.jpg,dataset\leopard\0731.jpg,leopard
D:\python\dataset\leopard\0732.jpg,dataset\leopard\0732.jpg,leopard
D:\python\dataset\leopard\0733.jpg,dataset\leopard\0733.jpg,leopard
D:\python\dataset\leopard\0734.jpg,dataset\leopard\0734.jpg,leopard
D:\python\dataset\leopard\0735.jpg,dataset\leopard\0735.jpg,leopard
D:\python\dataset\leopard\0736.jpg,dataset\leopard\0736.jpg,leopard
D:\python\dataset\leopard\0737.jpg,dataset\leopard\0737.jpg,leopard
D:\python\dataset\leopard\0738.jpg,dataset\leopard\0738.jpg,leopard
D:\python\dataset\leopard\0739.jpg,dataset\leopard\0739.jpg,leopard
D:\python\dataset\leopard\0740.jpg,dataset\leopard\0740.jpg,leopard
D:\python\dataset\leopard\0741.jpg,dataset\leopard\0741.jpg,leopard
D:\python\dataset\leopard\0742.jpg,dataset\leopard\0742.jpg,leopard
D:\python\dataset\leopard\0743.jpg,dataset\leopard\0743.jpg,leopard
D:\python\dataset\leopard\0744.jpg,dataset\leopard\0744.jpg,leopard
D:\python\dataset\leopard\0745.jpg,dataset\leopard\0745.jpg,leopard
D:\python\dataset\leopard\0746.jpg,dataset\leopard\0746.jpg,leopard
D:\python\dataset\leopard\0747.jpg,dataset\leopard\0747.jpg,leopard
D:\python\dataset\leopard\0748.jpg,dataset\leopard\0748.jpg,leopard
D:\python\dataset\leopard\0749.jpg,dataset\leopard\0749.jpg,leopard
D:\python\dataset\leopard\0750.jpg,dataset\leopard\0750.jpg,leopard
D:\python\dataset\leopard\0751.jpg,dataset\leopard\0751.jpg,leopard
D:\python\dataset\leopard\0752.jpg,dataset\leopard\0752.jpg,leopard
D:\python\dataset\leopard\0753.jpg,dataset\leopard\0753.jpg,leopard
D:\python\dataset\leopard\0754.jpg,dataset\leopard\0754.jpg,leopard
D:\python\dataset\leopard\0755.jpg,dataset\leopard\0755.jpg,leopard
D:\python\dataset\leopard\0756.jpg,dataset\leopard\0756.jpg,leopard
D:\python\dataset\leopard\0757.jpg,dataset\leopard\0757.jpg,leopard
D:\python\dataset\leopard\0758.jpg,dataset\leopard\0758.jpg,leopard
D:\python\dataset\leopard\0759.jpg,dataset\leopard\0759.jpg,leopard
D:\python\dataset\leopard\0760.jpg,dataset\leopard\0760.jpg,leopard
D:\python\dataset\leopard\0761.jpg,dataset\leopard\0761.jpg,leopard
D:\python\dataset\leopard\0762.jpg,dataset\leopard\0762.jpg,leopard
D:\python\dataset\leopard\0763.jpg,dataset\leopard\0763.jpg,leopard
D:\python\dataset\leopard\0764.jpg,dataset\leopard\0764.jpg,leopard
D:\python\dataset\leopard\0765.jpg,dataset\leopard\0765.jpg,leopard
D:\python\dataset\leopard\0766.jpg,dataset\leopard\0766.jpg,leopard
D:\python\dataset\leopard\0767.jpg,dataset\leopard\0767.jpg,leopard
D:\python\dataset\leopard\0768.jpg,dataset\leopard\0768.jpg,leopard
D:\python\dataset\leopard\0769.jpg,dataset\leopard\0769.jpg,leopard
D:\python\dataset\leopard\0770.jpg,dataset\leopard\0770.jpg,leopard
D:\python\dataset\leopard\0771.jpg,dataset\leopard\0771.jpg,leopard
D:\python\dataset\leopard\0772.jpg,dataset\leopard\0772.jpg,leopard
D:\python\dataset\leopard\0773.jpg,dataset\leopard\0773.jpg,leopard
D:\python\dataset\leopard\0774.jpg,dataset\leopard\0774.jpg,leopard
D:\python\dataset\leopard\0775.jpg,dataset\leopard\0775.jpg,leopard
D:\python\dataset\leopard\0776.jpg,dataset\leopard\0776.jpg,leopard
D:\python\dataset\leopard\0777.jpg,dataset\leopard\0777.jpg,leopard
D:\python\dataset\leopard\0778.jpg,dataset\leopard\0778.jpg,leopard
D:\python\dataset\leopard\0779.jpg,dataset\leopard\0779.jpg,leopard
D:\python\dataset\leopard\0780.jpg,dataset\leopard\0780.jpg,leopard
D:\python\dataset\leopard\0781.jpg,dataset\leopard\0781.jpg,leopard
D:\python\dataset\leopard\0782.jpg,dataset\leopard\0782.jpg,leopard
D:\python\dataset\leopard\0783.jpg,dataset\leopard\0783.jpg,leopard
D:\python\dataset\leopard\0784.jpg,dataset\leopard\0784.jpg,leopard
D:\python\dataset\leopard\0785.jpg,dataset\leopard\0785.jpg,leopard
D:\python\dataset\leopard\0786.jpg,dataset\leopard\0786.jpg,leopard
D:\python\dataset\leopard\0787.jpg,dataset\leopard\0787.jpg,leopard
D:\python\dataset\leopard\0788.jpg,dataset\leopard\0788.jpg,leopard
D:\python\dataset\leopard\0789.jpg,dataset\leopard\0789.jpg,leopard
D:\python\dataset\leopard\0790.jpg,dataset\leopard\0790.jpg,leopard
D:\python\dataset\leopard\0791.jpg,dataset\leopard\0791.jpg,leopard
D:\python\dataset\leopard\0792.jpg,dataset\leopard\0792.jpg,leopard
D:\python\dataset\leopard\0793.jpg,dataset\leopard\0793.jpg,leopard
D:\python\dataset\leopard\0794.jpg,dataset\leopard\0794.jpg,leopard
D:\python\dataset\leopard\0795.jpg,dataset\leopard\0795.jpg,leopard
D:\python\dataset\leopard\0796.jpg,dataset\leopard\0796.jpg,leopard
D:\python\dataset\leopard\0797.jpg,dataset\leopard\0797.jpg,leopard
D:\python\dataset\leopard\0798.jpg,dataset\leopard\0798.jpg,leopard
D:\python\dataset\leopard\0799.jpg,dataset\leopard\0799.jpg,leopard
D:\python\dataset\leopard\0800.jpg,dataset\leopard\0800.jpg,leopard
D:\python\dataset\leopard\0801.jpg,dataset\leopard\0801.jpg,leopard
D:\python\dataset\leopard\0802.jpg,dataset\leopard\0802.jpg,leopard
D:\python\dataset\leopard\0803.jpg,dataset\leopard\0803.jpg,leopard
D:\python\dataset\leopard\0804.jpg,dataset\leopard\0804.jpg,leopard
D:\python\dataset\leopard\0805.jpg,dataset\leopard\0805.jpg,leopard
D:\python\dataset\leopard\0806.jpg,dataset\leopard\0806.jpg,leopard
D:\python\dataset\leopard\0807.jpg,dataset\leopard\0807.jpg,leopard
D:\python\dataset\leopard\0808.jpg,dataset\leopard\0808.jpg,leopard
D:\python\dataset\leopard\0809.jpg,dataset\leopard\0809.jpg,leopard
D:\python\dataset\leopard\0810.jpg,dataset\leopard\0810.jpg,leopard
D:\python\dataset\leopard\0811.jpg,dataset\leopard\0811.jpg,leopard
D:\python\dataset\leopard\0812.jpg,dataset\leopard\0812.jpg,leopard
D:\python\dataset\leopard\0813.jpg,dataset\leopard\0813.jpg,leopard
D:\python\dataset\leopard\0814.jpg,dataset\leopard\0814.jpg,leopard
D:\python\dataset\leopard\0815.jpg,dataset\leopard\0815.jpg,leopard
D:\python\dataset\leopard\0816.jpg,dataset\leopard\0816.jpg,leopard
D:\python\dataset\leopard\0817.jpg,dataset\leopard\0817.jpg,leopard
D:\python\dataset\leopard\0818.jpg,dataset\leopard\0818.jpg,leopard
D:\python\dataset\leopard\0819.jpg,dataset\leopard\0819.jpg,leopard
D:\python\dataset\leopard\0820.jpg,dataset\leopard\0820.jpg,leopard
D:\python\dataset\leopard\0821.jpg,dataset\leopard\0821.jpg,leopard
D:\python\dataset\leopard\0822.jpg,dataset\leopard\0822.jpg,leopard
D:\python\dataset\leopard\0823.jpg,dataset\leopard\0823.jpg,leopard
D:\python\dataset\leopard\0824.jpg,dataset\leopard\0824.jpg,leopard
D:\python\dataset\leopard\0825.jpg,dataset\leopard\0825.jpg,leopard
D:\python\dataset\leopard\0826.jpg,dataset\leopard\0826.jpg,leopard
D:\python\dataset\leopard\0827.jpg,dataset\leopard\0827.jpg,leopard
D:\python\dataset\leopard\0828.jpg,dataset\leopard\0828.jpg,leopard
D:\python\dataset\leopard\0829.jpg,dataset\leopard\0829.jpg,leopard
D:\python\dataset\leopard\0830.jpg,dataset\leopard\0830.jpg,leopard
D:\python\dataset\leopard\0831.jpg,dataset\leopard\0831.jpg,leopard
D:\python\dataset\leopard\0832.jpg,dataset\leopard\0832.jpg,leopard
D:\python\dataset\leopard\0833.jpg,dataset\leopard\0833.jpg,leopard
D:\python\dataset\leopard\0834.jpg,dataset\leopard\0834.jpg,leopard
D:\python\dataset\leopard\0835.jpg,dataset\leopard\0835.jpg,leopard
D:\python\dataset\leopard\0836.jpg,dataset\leopard\0836.jpg,leopard
D:\python\dataset\leopard\0837.jpg,dataset\leopard\0837.jpg,leopard
D:\python\dataset\leopard\0838.jpg,dataset\leopard\0838.jpg,leopard
D:\python\dataset\leopard\0839.jpg,dataset\leopard\0839.jpg,leopard
D:\python\dataset\leopard\0840.jpg,dataset\leopard\0840.jpg,leopard
D:\python\dataset\leopard\0841.jpg,dataset\leopard\0841.jpg,leopard
D:\python\dataset\leopard\0842.jpg,dataset\leopard\0842.jpg,leopard
D:\python\dataset\leopard\0843.jpg,dataset\leopard\0843.jpg,leopard
D:\python\dataset\leopard\0844.jpg,dataset\leopard\0844.jpg,leopard
D:\python\dataset\leopard\0845.jpg,dataset\leopard\0845.jpg,leopard
D:\python\dataset\leopard\0846.jpg,dataset\leopard\0846.jpg,leopard
D:\python\dataset\leopard\0847.jpg,dataset\leopard\0847.jpg,leopard
D:\python\dataset\leopard\0848.jpg,dataset\leopard\0848.jpg,leopard
D:\python\dataset\leopard\0849.jpg,dataset\leopard\0849.jpg,leopard
D:\python\dataset\leopard\0850.jpg,dataset\leopard\0850.jpg,leopard
D:\python\dataset\leopard\0851.jpg,dataset\leopard\0851.jpg,leopard
D:\python\dataset\leopard\0852.jpg,dataset\leopard\0852.jpg,leopard
D:\python\dataset\leopard\0853.jpg,dataset\leopard\0853.jpg,leopard
D:\python\dataset\leopard\0854.jpg,dataset\leopard\0854.jpg,leopard
D:\python\dataset\leopard\0855.jpg,dataset\leopard\0855.jpg,leopard
D:\python\dataset\leopard\0856.jpg,dataset\leopard\0856.jpg,leopard
D:\python\dataset\leopard\0857.jpg,dataset\leopard\0857.jpg,leopard
D:\python\dataset\leopard\0858.jpg,dataset\leopard\0858.jpg,leopard
D:\python\dataset\leopard\0859.jpg,dataset\leopard\0859.jpg,leopard
D:\python\dataset\leopard\0860.jpg,dataset\leopard\0860.jpg,leopard
D:\python\dataset\leopard\0861.jpg,dataset\leopard\0861.jpg,leopard
D:\python\dataset\leopard\0862.jpg,dataset\leopard\0862.jpg,leopard
D:\python\dataset\leopard\0863.jpg,dataset\leopard\0863.jpg,leopard
D:\python\dataset\leopard\0864.jpg,dataset\leopard\0864.jpg,leopard
D:\python\dataset\leopard\0865.jpg,dataset\leopard\0865.jpg,leopard
D:\python\dataset\leopard\0866.jpg,dataset\leopard\0866.jpg,leopard
D:\python\dataset\leopard\0867.jpg,dataset\leopard\0867.jpg,leopard
D:\python\dataset\leopard\0868.jpg,dataset\leopard\0868.jpg,leopard
D:\python\dataset\leopard\0869.jpg,dataset\leopard\0869.jpg,leopard
D:\python\dataset\leopard\0870.jpg,dataset\leopard\0870.jpg,leopard
D:\python\dataset\leopard\0871.jpg,dataset\leopard\0871.jpg,leopard
D:\python\dataset\leopard\0872.jpg,dataset\leopard\0872.jpg,leopard
D:\python\dataset\leopard\0873.jpg,dataset\leopard\0873.jpg,leopard
D:\python\dataset\leopard\0874.jpg,dataset\leopard\0874.jpg,leopard
D:\python\dataset\leopard\0875.jpg,dataset\leopard\0875.jpg,leopard
D:\python\dataset\leopard\0876.jpg,dataset\leopard\0876.jpg,leopard
D:\python\dataset\leopard\0877.jpg,dataset\leopard\0877.jpg,leopard
D:\python\dataset\leopard\0878.jpg,dataset\leopard\0878.jpg,leopard
D:\python\dataset\leopard\0879.jpg,dataset\leopard\0879.jpg,leopard
D:\python\dataset\leopard\0880.jpg,dataset\leopard\0880.jpg,leopard
D:\python\dataset\leopard\0881.jpg,dataset\leopard\0881.jpg,leopard
D:\python\dataset\leopard\0882.jpg,dataset\leopard\0882.jpg,leopard
D:\python\dataset\leopard\0883.jpg,dataset\leopard\0883.jpg,leopard
D:\python\dataset\leopard\0884.jpg,dataset\leopard\0884.jpg,leopard
D:\python\dataset\leopard\0885.jpg,dataset\leopard\0885.jpg,leopard
D:\python\dataset\leopard\0886.jpg,dataset\leopard\0886.jpg,leopard
D:\python\dataset\leopard\0887.jpg,dataset\leopard\0887.jpg,leopard
D:\python\dataset\leopard\0888.jpg,dataset\leopard\0888.jpg,leopard
D:\python\dataset\leopard\0889.jpg,dataset\leopard\0889.jpg,leopard
D:\python\dataset\leopard\0890.jpg,dataset\leopard\0890.jpg,leopard
D:\python\dataset\leopard\0891.jpg,dataset\leopard\0891.jpg,leopard
D:\python\dataset\leopard\0892.jpg,dataset\leopard\0892.jpg,leopard
D:\python\dataset\leopard\0893.jpg,dataset\leopard\0893.jpg,leopard
D:\python\dataset\leopard\0894.jpg,dataset\leopard\0894.jpg,leopard
D:\python\dataset\leopard\0895.jpg,dataset\leopard\0895.jpg,leopard
D:\python\dataset\leopard\0896.jpg,dataset\leopard\0896.jpg,leopard
D:\python\dataset\leopard\0897.jpg,dataset\leopard\0897.jpg,leopard
D:\python\dataset\leopard\0898.jpg,dataset\leopard\0898.jpg,leopard
D:\python\dataset\leopard\0899.jpg,dataset\leopard\0899.jpg,leopard
D:\python\dataset\leopard\0900.jpg,dataset\leopard\0900.jpg,leopard
D:\python\dataset\leopard\0901.jpg,dataset\leopard\0901.jpg,leopard
D:\python\dataset\leopard\0902.jpg,dataset\leopard\0902.jpg,leopard
D:\python\dataset\leopard\0903.jpg,dataset\leopard\0903.jpg,leopard
D:\python\dataset\leopard\0904.jpg,dataset\leopard\0904.jpg,leopard
D:\python\dataset\leopard\0905.jpg,dataset\leopard\0905.jpg,leopard
D:\python\dataset\leopard\0906.jpg,dataset\leopard\0906.jpg,leopard
D:\python\dataset\leopard\0907.jpg,dataset\leopard\0907.jpg,leopard
D:\python\dataset\leopard\0908.jpg,dataset\leopard\0908.jpg,leopard
D:\python\dataset\leopard\0909.jpg,dataset\leopard\0909.jpg,leopard
D:\python\dataset\leopard\0910.jpg,dataset\leopard\0910.jpg,leopard
D:\python\dataset\leopard\0911.jpg,dataset\leopard\0911.jpg,leopard
D:\python\dataset\leopard\0912.jpg,dataset\leopard\0912.jpg,leopard
D:\python\dataset\leopard\0913.jpg,dataset\leopard\0913.jpg,leopard
D:\python\dataset\leopard\0914.jpg,dataset\leopard\0914.jpg,leopard
D:\python\dataset\leopard\0915.jpg,dataset\leopard\0915.jpg,leopard
D:\python\dataset\leopard\0916.jpg,dataset\leopard\0916.jpg,leopard
D:\python\dataset\leopard\0917.jpg,dataset\leopard\0917.jpg,leopard
D:\python\dataset\leopard\0918.jpg,dataset\leopard\0918.jpg,leopard
D:\python\dataset\leopard\0919.jpg,dataset\leopard\0919.jpg,leopard
D:\python\dataset\leopard\0920.jpg,dataset\leopard\0920.jpg,leopard
D:\python\dataset\leopard\0921.jpg,dataset\leopard\0921.jpg,leopard
D:\python\dataset\leopard\0922.jpg,dataset\leopard\0922.jpg,leopard
D:\python\dataset\leopard\0923.jpg,dataset\leopard\0923.jpg,leopard
D:\python\dataset\leopard\0924.jpg,dataset\leopard\0924.jpg,leopard
D:\python\dataset\leopard\0925.jpg,dataset\leopard\0925.jpg,leopard
D:\python\dataset\leopard\0926.jpg,dataset\leopard\0926.jpg,leopard
D:\python\dataset\leopard\0927.jpg,dataset\leopard\0927.jpg,leopard
D:\python\dataset\leopard\0928.jpg,dataset\leopard\0928.jpg,leopard
D:\python\dataset\leopard\0929.jpg,dataset\leopard\0929.jpg,leopard
D:\python\dataset\leopard\0930.jpg,dataset\leopard\0930.jpg,leopard
D:\python\dataset\leopard\0931.jpg,dataset\leopard\0931.jpg,leopard
D:\python\dataset\leopard\0932.jpg,dataset\leopard\0932.jpg,leopard
D:\python\dataset\leopard\0933.jpg,dataset\leopard\0933.jpg,leopard
D:\python\dataset\leopard\0934.jpg,dataset\leopard\0934.jpg,leopard
D:\python\dataset\leopard\0935.jpg,dataset\leopard\0935.jpg,leopard
D:\python\dataset\leopard\0936.jpg,dataset\leopard\0936.jpg,leopard
D:\python\dataset\leopard\0937.jpg,dataset\leopard\0937.jpg,leopard
D:\python\dataset\leopard\0938.jpg,dataset\leopard\0938.jpg,leopard
D:\python\dataset\leopard\0939.jpg,dataset\leopard\0939.jpg,leopard
D:\python\dataset\leopard\0940.jpg,dataset\leopard\0940.jpg,leopard
D:\python\dataset\leopard\0941.jpg,dataset\leopard\0941.jpg,leopard
D:\python\dataset\leopard\0942.jpg,dataset\leopard\0942.jpg,leopard
D:\python\dataset\leopard\0943.jpg,dataset\leopard\0943.jpg,leopard
D:\python\dataset\leopard\0944.jpg,dataset\leopard\0944.jpg,leopard
D:\python\dataset\leopard\0945.jpg,dataset\leopard\0945.jpg,leopard
D:\python\dataset\leopard\0946.jpg,dataset\leopard\0946.jpg,leopard
D:\python\dataset\leopard\0947.jpg,dataset\leopard\0947.jpg,leopard
D:\python\dataset\leopard\0948.jpg,dataset\leopard\0948.jpg,leopard
D:\python\dataset\leopard\0949.jpg,dataset\leopard\0949.jpg,leopard
D:\python\dataset\leopard\0950.jpg,dataset\leopard\0950.jpg,leopard
D:\python\dataset\leopard\0951.jpg,dataset\leopard\0951.jpg,leopard
D:\python\dataset\leopard\0952.jpg,dataset\leopard\0952.jpg,leopard
D:\python\dataset\leopard\0953.jpg,dataset\leopard\0953.jpg,leopard
D:\python\dataset\leopard\0954.jpg,dataset\leopard\0954.jpg,leopard
D:\python\dataset\leopard\0955.jpg,dataset\leopard\0955.jpg,leopard
D:\python\dataset\leopard\0956.jpg,dataset\leopard\0956.jpg,leopard
D:\python\dataset\leopard\0957.jpg,dataset\leopard\0957.jpg,leopard
D:\python\dataset\leopard\0958.jpg,dataset\leopard\0958.jpg,leopard
D:\python\dataset\leopard\0959.jpg,dataset\leopard\0959.jpg,leopard
D:\python\dataset\leopard\0960.jpg,dataset\leopard\0960.jpg,leopard
D:\python\dataset\leopard\0961.jpg,dataset\leopard\0961.jpg,leopard
D:\python\dataset\leopard\0962.jpg,dataset\leopard\0962.jpg,leopard
D:\python\dataset\leopard\0963.jpg,dataset\leopard\0963.jpg,leopard
D:\python\dataset\leopard\0964.jpg,dataset\leopard\0964.jpg,leopard
D:\python\dataset\leopard\0965.jpg,dataset\leopard\0965.jpg,leopard
D:\python\dataset\leopard\0966.jpg,dataset\leopard\0966.jpg,leopard
D:\python\dataset\leopard\0967.jpg,dataset\leopard\0967.jpg,leopard
D:\python\dataset\leopard\0968.jpg,dataset\leopard\0968.jpg,leopard
D:\python\dataset\leopard\0969.jpg,dataset\leopard\0969.jpg,leopard
D:\python\dataset\leopard\0970.jpg,dataset\leopard\0970.jpg,leopard
D:\python\dataset\leopard\0971.jpg,dataset\leopard\0971.jpg,leopard
D:\python\dataset\leopard\0972.jpg,dataset\leopard\0972.jpg,leopard
D:\python\dataset\leopard\0973.jpg,dataset\leopard\0973.jpg,leopard
D:\python\dataset\leopard\0974.jpg,dataset\leopard\0974.jpg,leopard
D:\python\dataset\leopard\0975.jpg,dataset\leopard\0975.jpg,leopard
D:\python\dataset\leopard\0976.jpg,dataset\leopard\0976.jpg,leopard
D:\python\dataset\leopard\0977.jpg,dataset\leopard\0977.jpg,leopard
D:\python\dataset\leopard\0978.jpg,dataset\leopard\0978.jpg,leopard
D:\python\dataset\leopard\0979.jpg,dataset\leopard\0979.jpg,leopard
D:\python\dataset\leopard\0980.jpg,dataset\leopard\0980.jpg,leopard
D:\python\dataset\leopard\0981.jpg,dataset\leopard\0981.jpg,leopard
D:\python\dataset\leopard\0982.jpg,dataset\leopard\0982.jpg,leopard
D:\python\dataset\leopard\0983.jpg,dataset\leopard\0983.jpg,leopard
D:\python\dataset\leopard\0984.jpg,dataset\leopard\0984.jpg,leopard
D:\python\dataset\leopard\0985.jpg,dataset\leopard\0985.jpg,leopard
D:\python\dataset\leopard\0986.jpg,dataset\leopard\0986.jpg,leopard
D:\python\dataset\leopard\0987.jpg,dataset\leopard\0987.jpg,leopard
D:\python\dataset\leopard\0988.jpg,dataset\leopard\0988.jpg,leopard
D:\python\dataset\leopard\0989.jpg,dataset\leopard\0989.jpg,leopard
D:\python\dataset\leopard\0990.jpg,dataset\leopard\0990.jpg,leopard
D:\python\dataset\leopard\0991.jpg,dataset\leopard\0991.jpg,leopard
D:\python\dataset\leopard\0992.jpg,dataset\leopard\0992.jpg,leopard
D:\python\dataset\leopard\0993.jpg,dataset\leopard\0993.jpg,leopard
D:\python\dataset\leopard\0994.jpg,dataset\leopard\0994.jpg,leopard
D:\python\dataset\leopard\0995.jpg,dataset\leopard\0995.jpg,leopard
D:\python\dataset\leopard\0996.jpg,dataset\leopard\0996.jpg,leopard
D:\python\dataset\leopard\0997.jpg,dataset\leopard\0997.jpg,leopard
D:\python\dataset\leopard\0998.jpg,dataset\leopard\0998.jpg,leopard
D:\python\dataset\leopard\0999.jpg,dataset\leopard\0999.jpg,leopard
D:\python\dataset\leopard\1000.jpg,dataset\leopard\1000.jpg,leopard
D:\python\dataset\leopard\1001.jpg,dataset\leopard\1001.jpg,leopard
D:\python\dataset\leopard\1002.jpg,dataset\leopard\1002.jpg,leopard
D:\python\dataset\leopard\1003.jpg,dataset\leopard\1003.jpg,leopard
D:\python\dataset\leopard\1004.jpg,dataset\leopard\1004.jpg,leopard
D:\python\dataset\leopard\1005.jpg,dataset\leopard\1005.jpg,leopard
D:\python\dataset\leopard\1006.jpg,dataset\leopard\1006.jpg,leopard
D:\python\dataset\leopard\1007.jpg,dataset\leopard\1007.jpg,leopard
D:\python\dataset\leopard\1008.jpg,dataset\leopard\1008.jpg,leopard
D:\python\dataset\leopard\1009.jpg,dataset\leopard\1009.jpg,leopard
D:\python\dataset\leopard\1010.jpg,dataset\leopard\1010.jpg,leopard
D:\python\dataset\leopard\1011.jpg,dataset\leopard\1011.jpg,leopard
D:\python\dataset\leopard\1012.jpg,dataset\leopard\1012.jpg,leopard
D:\python\dataset\leopard\1013.jpg,dataset\leopard\1013.jpg,leopard
D:\python\dataset\leopard\1014.jpg,dataset\leopard\1014.jpg,leopard
D:\python\dataset\leopard\1015.jpg,dataset\leopard\1015.jpg,leopard
D:\python\dataset\leopard\1016.jpg,dataset\leopard\1016.jpg,leopard
D:\python\dataset\leopard\1017.jpg,dataset\leopard\1017.jpg,leopard
D:\python\dataset\leopard\1018.jpg,dataset\leopard\1018.jpg,leopard
D:\python\dataset\leopard\1019.jpg,dataset\leopard\1019.jpg,leopard
D:\python\dataset\leopard\1020.jpg,dataset\leopard\1020.jpg,leopard
D:\python\dataset\leopard\1021.jpg,dataset\leopard\1021.jpg,leopard
D:\python\dataset\leopard\1022.jpg,dataset\leopard\1022.jpg,leopard
D:\python\dataset\leopard\1023.jpg,dataset\leopard\1023.jpg,leopard
D:\python\dataset\leopard\1024.jpg,dataset\leopard\1024.jpg,leopard
D:\python\dataset\leopard\1025.jpg,dataset\leopard\1025.jpg,leopard
D:\python\dataset\leopard\1026.jpg,dataset\leopard\1026.jpg,leopard
D:\python\dataset\leopard\1027.jpg,dataset\leopard\1027.jpg,leopard
D:\python\dataset\leopard\1028.jpg,dataset\leopard\1028.jpg,leopard
D:\python\dataset\leopard\1029.jpg,dataset\leopard\1029.jpg,leopard
D:\python\dataset\leopard\1030.jpg,dataset\leopard\1030.jpg,leopard
D:\python\dataset\leopard\1031.jpg,dataset\leopard\1031.jpg,leopard
D:\python\dataset\leopard\1032.jpg,dataset\leopard\1032.jpg,leopard
D:\python\dataset\leopard\1033.jpg,dataset\leopard\1033.jpg,leopard
D:\python\dataset\leopard\1034.jpg,dataset\leopard\1034.jpg,leopard
D:\python\dataset\leopard\1035.jpg,dataset\leopard\1035.jpg,leopard
D:\python\dataset\leopard\1036.jpg,dataset\leopard\1036.jpg,leopard
D:\python\dataset\leopard\1037.jpg,dataset\leopard\1037.jpg,leopard
D:\python\dataset\leopard\1038.jpg,dataset\leopard\1038.jpg,leopard
D:\python\dataset\leopard\1039.jpg,dataset\leopard\1039.jpg,leopard
D:\python\dataset\leopard\1040.jpg,dataset\leopard\1040.jpg,leopard
D:\python\dataset\leopard\1041.jpg,dataset\leopard\1041.jpg,leopard
D:\python\dataset\leopard\1042.jpg,dataset\leopard\1042.jpg,leopard
D:\python\dataset\leopard\1043.jpg,dataset\leopard\1043.jpg,leopard
D:\python\dataset\leopard\1044.jpg,dataset\leopard\1044.jpg,leopard
D:\python\dataset\leopard\1045.jpg,dataset\leopard\1045.jpg,leopard
D:\python\dataset\leopard\1046.jpg,dataset\leopard\1046.jpg,leopard
D:\python\dataset\leopard\1047.jpg,dataset\leopard\1047.jpg,leopard
D:\python\dataset\leopard\1048.jpg,dataset\leopard\1048.jpg,leopard
D:\python\dataset\leopard\1049.jpg,dataset\leopard\1049.jpg,leopard
D:\python\dataset\leopard\1050.jpg,dataset\leopard\1050.jpg,leopard
D:\python\dataset\leopard\1051.jpg,dataset\leopard\1051.jpg,leopard
D:\python\dataset\leopard\1052.jpg,dataset\leopard\1052.jpg,leopard
D:\python\dataset\leopard\1053.jpg,dataset\leopard\1053.jpg,leopard
D:\python\dataset\leopard\1054.jpg,dataset\leopard\1054.jpg,leopard
D:\python\dataset\leopard\1055.jpg,dataset\leopard\1055.jpg,leopard
D:\python\dataset\leopard\1056.jpg,dataset\leopard\1056.jpg,leopard
D:\python\dataset\leopard\1057.jpg,dataset\leopard\1057.jpg,leopard
D:\python\dataset\leopard\1058.jpg,dataset\leopard\1058.jpg,leopard
D:\python\dataset\leopard\1059.jpg,dataset\leopard\1059.jpg,leopard
D:\python\dataset\leopard\1060.jpg,dataset\leopard\1060.jpg,leopard
D:\python\dataset\leopard\1061.jpg,dataset\leopard\1061.jpg,leopard
D:\python\dataset\leopard\1062.jpg,dataset\leopard\1062.jpg,leopard
D:\python\dataset\leopard\1063.jpg,dataset\leopard\1063.jpg,leopard
D:\python\dataset\leopard\1064.jpg,dataset\leopard\1064.jpg,leopard
D:\python\dataset\leopard\1065.jpg,dataset\leopard\1065.jpg,leopard
D:\python\dataset\leopard\1066.jpg,dataset\leopard\1066.jpg,leopard
D:\python\dataset\leopard\1067.jpg,dataset\leopard\1067.jpg,leopard
D:\python\dataset\leopard\1068.jpg,dataset\leopard\1068.jpg,leopard
D:\python\dataset\leopard\1069.jpg,dataset\leopard\1069.jpg,leopard
D:\python\dataset\leopard\1070.jpg,dataset\leopard\1070.jpg,leopard
D:\python\dataset\leopard\1071.jpg,dataset\leopard\1071.jpg,leopard
D:\python\dataset\leopard\1072.jpg,dataset\leopard\1072.jpg,leopard
D:\python\dataset\leopard\1073.jpg,dataset\leopard\1073.jpg,leopard
